30.54:24.25:3706
30.54:24.25:3706
30.54:24.25:3707
30.54:24.25:3706
30.54:24.25:3707
30.54:24.25:3706
30.54:24.25:3706
30.54:24.25:3706
30.54:23.76:3706
30.54:23.76:3706
